"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1949","13.16"," ,0","26.2","0","36.8","0","15.6","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1950","10.09"," ,0","25.8","0","37.4","0","14.3","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1951","10.31"," ,0","25.0","0","36.0","0","14.1","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1952","8.39"," ,0","26.2","0","36.3","0","16.0","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1953","9.04"," ,0","26.9","0","37.7","0","16.2","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1954","10.21"," ,0","24.6","0","35.7","0","13.5","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1955","15.89"," ,0","23.4","0","33.7","0","13.1","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1956","11.43"," ,0","21.3","0","31.5","0","11.0","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1957","5.60"," ,0","29.5","0","40.0","0","18.9","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1958","6.45"," ,0","27.6","0","38.7","0","16.4","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1959","10.86"," ,0","24.0","0","34.8","0","13.4","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1960","10.67"," ,0","27.3","0","37.8","0","16.9","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1961","11.45"," ,0","23.2","0","33.4","0","13.1","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1962","16.65"," ,0","27.7","0","37.2","0","18.2","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1963","14.00"," ,0","26.6","0","36.5","0","16.6","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1964","10.12"," ,0","22.7","0","32.6","0","12.8","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1965","11.29"," ,0","23.5","0","33.4","0","13.6","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1966","7.10"," ,0","22.7","0","32.4","0","13.0","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1967","17.39"," ,0","27.0","0","36.5","0","17.5","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1968","7.77"," ,0","25.6","0","36.1","0","15.0","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1969","6.89"," ,0","27.0","0","38.4","0","15.6","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1970","16.07"," ,0","27.9","0","37.2","0","18.5","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1971","12.34"," ,0","23.7","0","32.8","0","14.7","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1972","8.58"," ,0","24.4","0","33.8","0","15.1","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1973","9.16"," ,0","27.0","0","36.0","0","17.9","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1974","7.75"," ,0","25.2","0","34.5","0","15.9","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1975","8.52"," ,0","25.9","0","35.2","0","16.6","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1976","7.35"," ,0","27.7","0","37.4","0","18.0","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1977","13.02"," ,0","27.8","0","36.7","0","18.8","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1978","9.45"," ,0","30.2","0","40.0","0","20.4","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1979","10.38"," ,0","27.3","0","37.3","0","17.3","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1980","7.94"," ,0","28.7","0","38.3","0","19.1","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1981","11.13"," ,0","32.0","0","41.3","0","22.6","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1982","12.98"," ,0","26.5","0","35.7","0","17.3","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1983","10.43"," ,0","28.6","0","37.6","0","19.6","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1984","12.40"," ,0","27.1","0","36.3","0","18.0","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1985","11.75"," ,0","27.1","0","36.6","0","17.6","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1986","9.89"," ,0","28.5","0","38.5","0","18.5","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1987","6.48"," ,0","30.4","0","40.2","0","20.7","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1988","10.51"," ,0","29.4","0","38.9","0","19.9","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1989","10.46"," ,0","27.5","0","37.3","0","17.8","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1990","18.57"," ,0","26.8","0","36.4","0","17.2","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1991","9.43"," ,0","28.5","0","38.9","0","18.1","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1992","12.77"," ,0","25.1","0","35.8","0","14.4","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1993","11.35"," ,0","31.4","0","42.1","0","20.6","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1994","9.76"," ,0","27.3","0","38.3","0","16.3","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1995","8.88"," ,0","28.2","0","38.9","0","17.5","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1996","11.39"," ,0","24.5","0","35.1","0","14.0","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1997","6.80"," ,0","28.6","0","39.4","0","17.8","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1998","10.80"," ,0","28.4","0","38.1","0","18.7","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","1999","10.29"," ,0","23.4","0","33.3","0","13.5","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2000","10.80"," ,0","28.0","0","37.5","0","18.5","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2001","8.53"," ,0","28.4","0","38.0","0","18.7","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2002","13.37"," ,0","30.3","0","40.1","0","20.6","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2003","13.91"," ,0","29.0","0","38.4","0","19.5","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2004","8.63"," ,0","28.7","0","38.8","0","18.5","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2005","11.83"," ,0","28.9","0","38.5","0","19.2","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2006","8.65"," ,0","25.7","0","35.5","0","15.9","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2007","11.41"," ,0","27.6","0","37.9","0","17.4","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2008","14.07"," ,0","25.7","0","35.5","0","15.8","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2009","8.41"," ,0","27.6","0","37.8","0","17.4","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2010","10.34"," ,0","28.7","0","38.9","0","18.4","0"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2011","9.58"," ,X","27.6","X","38.5","X","16.8","X"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2012","10.68"," ,X","24.1","X","34.2","X","14.0","X"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2013","10.70"," ,W","28.1","W","38.7","W","17.7","W"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2014","17.19"," ,W","31.0","W","41.4","W","20.6","W"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2015","14.43"," ,W","30.1","W","39.8","W","20.4","W"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2016","16.13"," ,W","31.7","W","41.6","W","21.9","W"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2017","14.49"," ,W","29.6","W","39.6","W","19.6","W"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2018","13.76"," ,W","30.6","W","40.1","W","21.1","W"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2019","16.44"," ,W","32.6","W","42.2","W","23.0","W"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2020","15.34"," ,W","27.0","W","36.8","W","17.2","W"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2021","18.77"," ,W","28.0","W","38.0","W","18.1","W"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2022","9.33"," ,W","29.1","W","39.3","W","18.9","W"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2023","10.63"," ,W","29.7","W","39.0","W","20.4","W"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2024","15.31"," ,W","29.3","W","38.8","W","19.7","W"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.80309","-147.87606","131.1","2025","12.21"," ,D",,,,,,
